Date of operation (UTC),AC registration,Flight ID,ICAO Call sign,AC Type,Flight type,Departing Airport ICAO Code,Departure Time/ Block-off time (UTC),Destination Airport ICAO Code,Arrival Time/ Block-on Time(UTC),Uplift Volume (Litres),Uplift density,Block On (tonnes),Block Off (tonnes)
18/07/2020,EAC,7654,BJ,320,C,DTTJ,2020-07-18 02:45:00,EPKT,2020-07-18 05:50:00,10700,0.777999997138977,11425,3840
18/07/2020,EAC,7655,BJ,320,C,EPKT,2020-07-18 06:55:00,DTTJ,2020-07-18 09:45:00,7751,0.800000011920929,10041,2900
18/07/2020,EAC,134,BJ,320,J,DTTJ,2020-07-18 10:40:00,LFSB,2020-07-18 13:15:00,8000,0.77700001001358,9116,3420
18/07/2020,EAC,135,BJ,320,J,LFSB,2020-07-18 15:00:00,DTTJ,2020-07-18 17:30:00,7502,0.800000011920929,9422,3660
18/07/2020,EAC,770,BJ,320,J,DTTJ,2020-07-18 18:40:00,LFBD,2020-07-18 21:10:00,8450,0.769999980926514,10167,4300
18/07/2020,EAC,771,BJ,320,J,LFBD,2020-07-18 22:07:00,DTTJ,2020-07-19 00:25:00,6025,0.800000011920929,9120,3500
19/07/2020,EAC,2966,BJ,320,C,DTTJ,2020-07-19 02:40:00,EDDL,2020-07-19 05:35:00,9400,0.777999997138977,10813,3100
19/07/2020,EAC,2967,BJ,320,C,EDDL,2020-07-19 07:15:00,DTTJ,2020-07-19 09:50:00,9108,0.804000020027161,10423,3000
19/07/2020,EAC,702,BJ,320,J,DTTJ,2020-07-19 11:58:00,,2020-07-19 14:48:00,9700,0.774999976158142,10518,3640
19/07/2020,EAC,703,BJ,320,J,,2020-07-19 15:59:00,DTTJ,2020-07-19 18:44:00,8651,0.787000000476837,10448,3620
20/07/2020,EAC,2972,BJ,320,C,DTTJ,2020-07-20 02:05:00,EDDL,2020-07-20 05:00:00,9000,0.778999984264374,10631,3400
20/07/2020,EAC,2973,BJ,320,C,EDDL,2020-07-20 06:15:00,DTTJ,2020-07-20 09:20:00,10131,0.800999999046326,11515,3900
20/07/2020,EAC,592,BJ,320,J,DTTJ,2020-07-20 10:28:00,LFLL,2020-07-20 12:38:00,7090,0.778999984264374,9423,4300
20/07/2020,EAC,593,BJ,320,J,LFLL,2020-07-20 13:30:00,DTTJ,2020-07-20 15:40:00,6006,0.787000000476837,9027,3800
20/07/2020,EAC,740,BJ,320,J,DTTJ,2020-07-20 16:55:00,LFBO,2020-07-20 19:10:00,7366,0.776000022888184,9516,4200
20/07/2020,EAC,741,BJ,320,J,LFBO,2020-07-20 20:00:00,DTTJ,2020-07-20 22:08:00,5453,0.78600001335144,8486,3580
21/07/2020,EAC,134,BJ,320,J,DTTJ,2020-07-21 09:10:00,LFSB,2020-07-21 11:50:00,8350,0.800000011920929,10260,3260
21/07/2020,EAC,135,BJ,320,J,LFSB,2020-07-21 12:40:00,DTTJ,2020-07-21 15:00:00,7443,0.795000016689301,9177,3380
21/07/2020,EAC,702,BJ,320,J,DTTJ,2020-07-21 16:31:00,,2020-07-21 19:21:00,10456,0.777999997138977,11515,4160
21/07/2020,EAC,703,BJ,320,J,,2020-07-21 20:15:00,DTTJ,2020-07-21 22:51:00,7417,0.800000011920929,10094,3440
22/07/2020,EAC,740,BJ,320,J,DTTJ,2020-07-22 03:41:00,LFBO,2020-07-22 05:53:00,7587,0.800000011920929,9510,4200
22/07/2020,EAC,741,BJ,320,J,LFBO,2020-07-22 07:05:00,DTTJ,2020-07-22 09:07:00,5172,0.800000011920929,8338,3320
22/07/2020,EAC,762,BJ,320,J,DTTJ,2020-07-22 10:20:00,LFQQ,2020-07-22 13:25:00,11450,0.77700001001358,12217,4400
22/07/2020,EAC,763,BJ,320,J,LFQQ,2020-07-22 14:30:00,DTTJ,2020-07-22 17:30:00,8397,0.800000011920929,11118,4000
22/07/2020,EAC,770,BJ,320,J,DTTJ,2020-07-22 18:14:00,LFBD,2020-07-22 20:44:00,7050,0.777999997138977,9485,3560
22/07/2020,EAC,771,BJ,320,J,LFBD,2020-07-22 21:30:00,DTTJ,2020-07-22 23:55:00,6970,0.791000008583069,9073,3520
23/07/2020,EAC,554,BJ,320,J,DTTJ,2020-07-23 05:55:00,,2020-07-23 09:00:00,10800,0.779999971389771,11944,4800
23/07/2020,EAC,555,BJ,320,J,,2020-07-23 09:55:00,DTTJ,2020-07-23 12:35:00,6682,0.787999987602234,10065,3700
23/07/2020,EAC,508,BJ,320,J,DTTJ,2020-07-23 14:05:00,,2020-07-23 17:10:00,9550,0.777999997138977,11130,3500
23/07/2020,EAC,509,BJ,320,J,,2020-07-23 18:50:00,DTTJ,2020-07-23 21:35:00,8871,0.790000021457672,10508,3580
24/07/2020,EAC,7666,BJ,320,C,DTTJ,2020-07-24 01:30:00,EPWA,2020-07-24 04:55:00,11300,0.778999984264374,12383,3800
24/07/2020,EAC,7667,BJ,320,C,EPWA,2020-07-24 06:15:00,DTTJ,2020-07-24 09:25:00,8842,0.794799983501434,10828,3200
24/07/2020,EAC,574,BJ,320,J,DTTJ,2020-07-24 11:27:00,LFLL,2020-07-24 13:33:00,6312,0.800000011920929,8250,2740
24/07/2020,EAC,575,BJ,320,J,LFLL,2020-07-24 15:00:00,DTTJ,2020-07-24 17:03:00,7160,0.782999992370605,8346,3020
24/07/2020,EAC,7632,BJ,320,C,DTTJ,2020-07-24 18:00:00,EPKT,2020-07-24 21:00:00,10300,0.779999971389771,11034,3700
24/07/2020,EAC,7633,BJ,320,C,EPKT,2020-07-24 21:35:00,DTTJ,2020-07-25 00:20:00,7903,0.800000011920929,10092,3600
25/07/2020,EAC,554,BJ,320,J,DTTJ,2020-07-25 04:30:00,,2020-07-25 07:15:00,9900,0.779999971389771,11322,4300
25/07/2020,EAC,555,BJ,320,J,,2020-07-25 08:40:00,DTTJ,2020-07-25 11:10:00,8074,0.785000026226044,10638,3600
25/07/2020,EAC,2340,BJ,320,C,DTTJ,2020-07-25 12:33:00,EDDL,2020-07-25 15:25:00,9850,0.795000016689301,11431,3740
25/07/2020,EAC,2341,BJ,320,C,EDDL,2020-07-25 16:42:00,DTTJ,2020-07-25 19:42:00,8276,0.800000011920929,10361,3160
26/07/2020,EAC,2966,BJ,320,C,DTTJ,2020-07-26 02:35:00,EDDL,2020-07-26 05:15:00,10050,0.779999971389771,10999,3800
26/07/2020,EAC,2967,BJ,320,C,EDDL,2020-07-26 06:40:00,DTTJ,2020-07-26 09:33:00,9074,0.804000020027161,11095,3200
26/07/2020,EAC,702,BJ,320,J,DTTJ,2020-07-26 13:10:00,,2020-07-26 15:54:00,9700,0.777999997138977,10747,3760
26/07/2020,EAC,703,BJ,320,J,,2020-07-26 16:50:00,DTTJ,2020-07-26 19:35:00,8449,0.791000008583069,10443,3540
27/07/2020,EAC,2972,BJ,320,C,DTTJ,2020-07-27 02:19:00,EDDL,2020-07-27 05:16:00,10295,0.779999971389771,11570,4200
27/07/2020,EAC,2973,BJ,320,C,EDDL,2020-07-27 06:15:00,DTTJ,2020-07-27 09:17:00,8483,0.800000011920929,10986,3540
27/07/2020,EAC,592,BJ,320,J,DTTJ,2020-07-27 10:30:00,LFLL,2020-07-27 12:25:00,7000,0.776000022888184,8972,3600
27/07/2020,EAC,593,BJ,320,J,LFLL,2020-07-27 13:35:00,DTTJ,2020-07-27 15:40:00,6912,0.791999995708466,9074,3600
27/07/2020,EAC,740,BJ,320,J,DTTJ,2020-07-27 16:53:00,LFBO,2020-07-27 19:03:00,8900,0.777999997138977,10424,5160
27/07/2020,EAC,741,BJ,320,J,LFBO,2020-07-27 19:50:00,DTTJ,2020-07-27 21:53:00,4305,0.785000026226044,8539,3540
28/07/2020,EAC,134,BJ,320,J,DTTJ,2020-07-28 09:00:00,LFSB,2020-07-28 11:25:00,8350,0.77700001001358,10028,4100
28/07/2020,EAC,135,BJ,320,J,LFSB,2020-07-28 12:40:00,DTTJ,2020-07-28 15:05:00,6835,0.800000011920929,9568,3460
28/07/2020,EAC,702,BJ,320,J,DTTJ,2020-07-28 16:14:00,,2020-07-28 19:07:00,11600,0.774999976158142,12450,5140
28/07/2020,EAC,703,BJ,320,J,,2020-07-28 20:05:00,DTTJ,2020-07-28 22:55:00,6700,0.788999974727631,10426,3600
29/07/2020,EAC,740,BJ,320,J,DTTJ,2020-07-29 03:57:00,LFBO,2020-07-29 06:02:00,6300,0.778999984264374,8508,3200
29/07/2020,EAC,741,BJ,320,J,LFBO,2020-07-29 07:19:00,DTTJ,2020-07-29 09:20:00,6236,0.785000026226044,8095,3200
29/07/2020,EAC,762,BJ,320,J,DTTJ,2020-07-29 10:20:00,LFQQ,2020-07-29 13:20:00,10800,0.779999971389771,11624,4100
29/07/2020,EAC,763,BJ,320,J,LFQQ,2020-07-29 14:15:00,DTTJ,2020-07-29 17:25:00,9586,0.790000021457672,11673,4100
29/07/2020,EAC,770,BJ,320,J,DTTJ,2020-07-29 18:05:00,LFBD,2020-07-29 20:50:00,7610,0.769999980926514,9960,3800
29/07/2020,EAC,771,BJ,320,J,LFBD,2020-07-29 21:40:00,DTTJ,2020-07-30 00:00:00,6564,0.787999987602234,8972,3500
30/07/2020,EAC,702,BJ,320,J,DTTJ,2020-07-30 02:30:00,,2020-07-30 05:33:00,10368,0.779999971389771,11587,4200
18/10/2020,WSM,747,BJ,320,P,DTMB,2020-10-18 12:03:00,EYVI,2020-10-18 15:21:00,7400,0.785000026226044,10009,3440
28/08/2020,SLL,509,BJ,321,P,,2020-08-28 18:15:00,EDDG,2020-08-28 19:31:00,1900,0.75,6725,3780
14/07/2024,NNE,763,BJ,320,J,LFQQ,1702,DTTJ,2001,7734,0.8,10107,2950
13/07/2020,NNE,705,BJ,320,J,LFRS,2020-07-13 09:25:00,DTTJ,2020-07-13 11:54:00,7427,0.800000011920929,9442,2760
13/07/2020,NNE,762,BJ,320,J,DTTJ,2020-07-13 12:58:00,LFQQ,2020-07-13 15:55:00,9600,0.776000022888184,10210,3920
08/07/2020,NGC,738,BJ,738,P,DTMB,2020-07-08 23:01:00,LEPA,2020-07-09 00:53:00,6350,0.779999971389771,8153,5500
13/07/2020,NNE,704,BJ,320,J,EDDL,2020-07-13 06:36:00,LFRS,2020-07-13 08:11:00,4087,0.805999994277954,6553,3500
08/07/2020,NGC,2637,BJ,738,J,EDDF,2020-07-08 12:35:00,DTMB,2020-07-08 15:09:00,7600,0.797999978065491,9765,3700
08/07/2020,NGC,7388,BJ,738,C,DTMB,2020-07-08 16:33:00,LHBP,2020-07-08 18:48:00,8200,0.777999997138977,10080,5210
27/08/2020,JRK,730,BJ,320,P,EKBI,2020-08-27 13:03:00,DTTA,2020-08-27 16:17:00,9508,0.810999989509583,10000,3540
03/07/2020,NGC,754,BJ,738,P,LEPA,2020-07-03 04:42:00,DTMB,2020-07-03 06:17:00,3414,0.795000016689301,6884,3540
03/07/2020,NGC,7544,BJ,738,C,DTMB,2020-07-03 07:44:00,EPZG,2020-07-03 10:42:00,9650,0.777999997138977,11048,3330
03/07/2020,NGC,7545,BJ,738,C,EPZG,2020-07-03 11:37:00,DTMB,2020-07-03 14:11:00,10063,0.797999978065491,11360,4730
